gene,padj
ENSMUSG00000020048.13,2.9831385216323274e-48
ENSMUSG00000039852.16,1.0552692906345712e-47
ENSMUSG00000034265.7,1.1008735556128587e-47
ENSMUSG00000034265.7,2.730607560514649e-47
ENSMUSG00000039145.16,2.8990737057354704e-47
ENSMUSG00000052336.7,4.987366167134115e-47
ENSMUSG00000073940.3,5.182359916129599e-47
ENSMUSG00000003814.8,5.663133664666902e-47
ENSMUSG00000061143.15,5.900924335570237e-47
ENSMUSG00000039145.16,8.434221680237659e-47
ENSMUSG00000021725.8,1.4127440222335053e-46
ENSMUSG00000046230.9,1.7152992956326575e-46
ENSMUSG00000097971.3,2.2227914896845678e-46
ENSMUSG00000022105.6,2.5030909229933595e-46
ENSMUSG00000004317.14,2.5097891097893506e-46
ENSMUSG00000055609.8,3.121925904331723e-46
ENSMUSG00000022021.13,5.378881858626211e-46
ENSMUSG00000064337.1,7.00181882139183e-46
ENSMUSG00000029108.14,7.518157194887405e-46
ENSMUSG00000028559.17,1.0927635536096548e-45
ENSMUSG00000059060.13,1.2519767085737736e-45
ENSMUSG00000056220.14,1.7369706330914485e-45
ENSMUSG00000029925.13,6.84843114381476e-45
ENSMUSG00000024533.15,1.1639361578605012e-44
ENSMUSG00000003814.8,1.8094461562043667e-44
ENSMUSG00000039109.15,1.9873569335401132e-44
ENSMUSG00000019990.15,2.070339344155848e-44
ENSMUSG00000039109.15,5.269944262313004e-44
ENSMUSG00000044033.16,6.672200002901387e-44
ENSMUSG00000048915.12,6.735613823662922e-44
ENSMUSG00000020961.14,1.1827980095418728e-43
ENSMUSG00000041836.10,1.2632565502936504e-43
ENSMUSG00000031925.17,2.9837346735480964e-43
ENSMUSG00000020315.18,3.594285707645216e-43
ENSMUSG00000106106.2,4.372454770303291e-43
ENSMUSG00000049659.15,6.737233307508457e-43
ENSMUSG00000026395.16,7.415382230803126e-43
ENSMUSG00000003814.8,8.162404076920403e-43
ENSMUSG00000022100.13,1.1252986576840905e-42
ENSMUSG00000026193.15,1.6819262278334257e-42
ENSMUSG00000021709.14,2.1107859452615566e-42
ENSMUSG00000061143.15,2.678328723534925e-42
ENSMUSG00000031075.18,2.7163217741637747e-42
ENSMUSG00000046230.9,3.360844876805824e-42
ENSMUSG00000025810.9,5.137585277490283e-42
ENSMUSG00000030560.17,7.4682563646488e-42
ENSMUSG00000003814.8,9.547067843809852e-42
ENSMUSG00000018654.17,1.3149487236273308e-41
ENSMUSG00000019990.15,1.3953202383167047e-41
ENSMUSG00000035392.17,1.628741300187503e-41
ENSMUSG00000038725.12,2.8135564746187406e-41
ENSMUSG00000025217.14,3.7550342449288154e-41
ENSMUSG00000052331.14,4.0258495836946964e-41
ENSMUSG00000025234.11,5.141994432822501e-41
ENSMUSG00000039031.15,5.38146917988933e-41
ENSMUSG00000031799.9,5.57012256612001e-41
ENSMUSG00000034613.12,7.752118371984104e-41
ENSMUSG00000036371.6,8.949406658799998e-41
ENSMUSG00000037605.16,1.9345313919188304e-40
ENSMUSG00000059060.13,2.022375279204504e-40
ENSMUSG00000069601.13,2.4728213932859963e-40
ENSMUSG00000024251.9,2.5813562500478324e-40
ENSMUSG00000025855.13,4.856253944551666e-40
ENSMUSG00000045328.11,4.947472936347057e-40
ENSMUSG00000042744.16,5.3735459702173914e-40
ENSMUSG00000028159.14,9.651368065498804e-40
ENSMUSG00000042744.16,1.0107499692412011e-39
ENSMUSG00000064367.1,1.9907160630504244e-39
ENSMUSG00000106106.2,2.305695472418064e-39
ENSMUSG00000064337.1,3.312014143404621e-39
ENSMUSG00000032656.14,3.6939920319201134e-39
ENSMUSG00000064210.6,4.9713691915858684e-39
ENSMUSG00000024896.8,8.949672926910258e-39
ENSMUSG00000014361.5,9.674225706823212e-39
ENSMUSG00000061436.15,1.293469846504724e-38
ENSMUSG00000097039.8,1.293469846504724e-38
ENSMUSG00000052305.6,1.6099305763147475e-38
ENSMUSG00000070544.6,3.258968454157223e-38
ENSMUSG00000097589.9,4.124619965204638e-38
ENSMUSG00000073940.3,4.183670015499738e-38
ENSMUSG00000016756.16,5.94997282807751e-38
ENSMUSG00000037685.15,8.520997340790751e-38
ENSMUSG00000059439.15,9.386282017251343e-38
ENSMUSG00000050965.14,1.2049928922210764e-37
ENSMUSG00000040430.18,1.2542056670050129e-37
ENSMUSG00000021391.9,1.6837303976981333e-37
ENSMUSG00000039852.16,3.4089923023448357e-37
ENSMUSG00000016756.16,4.853379042997722e-37
ENSMUSG00000038679.16,5.061413334139712e-37
ENSMUSG00000040506.16,6.392909911119098e-37
ENSMUSG00000025234.11,8.554834039584986e-37
ENSMUSG00000052217.6,1.0312384563809147e-36
ENSMUSG00000039197.9,1.3663718746528045e-36
ENSMUSG00000069516.7,1.7346044848230224e-36
ENSMUSG00000022377.16,2.1388747813040183e-36
ENSMUSG00000053580.16,2.696109315335224e-36
ENSMUSG00000069516.7,5.9440946126443386e-36
ENSMUSG00000018199.8,9.42634690995443e-36
ENSMUSG00000022770.16,1.1553916438598926e-35
ENSMUSG00000035392.17,1.1846180169958728e-35
ENSMUSG00000020961.14,1.7507216106766388e-35
ENSMUSG00000048915.12,1.8129413437959276e-35
ENSMUSG00000032399.8,2.9357282022647214e-35
ENSMUSG00000026786.14,4.169564578183969e-35
ENSMUSG00000020176.17,4.5604550413369717e-35
ENSMUSG00000003992.14,6.8154522950451e-35
ENSMUSG00000018199.8,6.985127111392066e-35
ENSMUSG00000021423.5,9.153255169783768e-35
ENSMUSG00000001986.16,1.2247264724319586e-34
ENSMUSG00000098973.1,3.4610200451121405e-34
ENSMUSG00000052062.14,3.7398818709651228e-34
ENSMUSG00000001865.2,8.089969175596271e-34
ENSMUSG00000060131.11,8.326887025123013e-34
ENSMUSG00000035247.15,8.554778602100123e-34
ENSMUSG00000052681.7,8.683977858594986e-34
ENSMUSG00000024896.8,8.800923036619485e-34
ENSMUSG00000031523.16,1.189364244252144e-33
ENSMUSG00000022378.13,1.5785027918691157e-33
ENSMUSG00000004730.14,2.023186605584324e-33
ENSMUSG00000097971.3,2.1370321905046733e-33
ENSMUSG00000086804.8,2.5323067883418124e-33
ENSMUSG00000052681.7,2.6139328304677968e-33
ENSMUSG00000026864.13,2.756702896705029e-33
ENSMUSG00000060131.11,3.46759991062567e-33
ENSMUSG00000001865.2,3.6646361682914736e-33
ENSMUSG00000078247.3,4.528700731087995e-33
ENSMUSG00000020300.14,4.659877410750699e-33
ENSMUSG00000001348.15,5.1352230800519135e-33
ENSMUSG00000030671.9,6.0414789003997886e-33
ENSMUSG00000061175.11,6.281130570795028e-33
ENSMUSG00000020048.13,7.856131250784748e-33
ENSMUSG00000090386.9,1.0785592180504837e-32
ENSMUSG00000041997.16,2.0393386782211713e-32
ENSMUSG00000036371.6,2.3623389171689192e-32
ENSMUSG00000021065.15,3.349970263166866e-32
ENSMUSG00000030102.11,3.627838169038124e-32
ENSMUSG00000023923.9,5.303941873359919e-32
ENSMUSG00000042331.13,5.381805433587115e-32
ENSMUSG00000027009.18,1.018130419107634e-31
ENSMUSG00000085757.7,1.168250511427008e-31
ENSMUSG00000025993.10,1.1838791287041015e-31
ENSMUSG00000023026.15,1.891385393502491e-31
ENSMUSG00000097971.3,1.9224769488460048e-31
ENSMUSG00000002997.15,2.0585013945015193e-31
ENSMUSG00000061533.15,2.285172928492748e-31
ENSMUSG00000030064.16,2.4533715638426664e-31
ENSMUSG00000059060.13,2.608434187310721e-31
ENSMUSG00000035649.17,3.157325003472842e-31
ENSMUSG00000030671.9,3.787979642926181e-31
ENSMUSG00000021699.17,4.032569048915512e-31
ENSMUSG00000001542.6,4.263415220984286e-31
ENSMUSG00000021823.9,6.382196017364652e-31
ENSMUSG00000064339.1,7.89178586578768e-31
ENSMUSG00000025314.16,1.1992822655994035e-30
ENSMUSG00000059588.13,1.5366942357424098e-30
ENSMUSG00000031523.16,1.6705521227406698e-30
ENSMUSG00000018199.8,1.796123531180123e-30
ENSMUSG00000030102.11,1.9363685930557413e-30
ENSMUSG00000025993.10,2.7160932407270196e-30
ENSMUSG00000039852.16,2.8830507487548138e-30
ENSMUSG00000024639.5,4.4654976275830214e-30
ENSMUSG00000053641.9,5.054909409549849e-30
ENSMUSG00000041720.12,5.679407548169336e-30
ENSMUSG00000069769.13,5.9411139866400084e-30
ENSMUSG00000030064.16,6.495029156177833e-30
ENSMUSG00000039361.11,7.098225873142127e-30
ENSMUSG00000059060.13,8.321555846025654e-30
ENSMUSG00000037646.9,8.835508690498373e-30
ENSMUSG00000097589.9,1.0672308860326569e-29
ENSMUSG00000027346.15,1.512676529087356e-29
ENSMUSG00000055204.14,1.819631173796886e-29
ENSMUSG00000045328.11,2.635628485851283e-29
ENSMUSG00000030787.4,2.7278698993857056e-29
ENSMUSG00000034154.15,3.873908816324908e-29
ENSMUSG00000039585.15,5.499702413732999e-29
ENSMUSG00000030787.4,6.576989677149525e-29
ENSMUSG00000052544.9,8.73104384121976e-29
ENSMUSG00000097589.9,9.846683088445024e-29
ENSMUSG00000024985.18,1.130065939684299e-28
ENSMUSG00000056220.14,1.4776231349982722e-28
ENSMUSG00000053477.16,2.4745662287849776e-28
ENSMUSG00000029673.17,3.0146921073609706e-28
ENSMUSG00000029673.17,3.756018590581911e-28
ENSMUSG00000054843.8,4.164352907667502e-28
ENSMUSG00000022685.8,5.621322089382483e-28
ENSMUSG00000019838.11,8.767825009995078e-28
ENSMUSG00000085936.7,9.808916310334228e-28
ENSMUSG00000037174.18,1.7332920637335392e-27
ENSMUSG00000002688.7,2.6950611629034576e-27
ENSMUSG00000070544.6,2.9791009871926582e-27
ENSMUSG00000047454.11,3.451317654726973e-27
ENSMUSG00000022377.16,4.4813703011007344e-27
ENSMUSG00000022587.14,4.621141928823739e-27
ENSMUSG00000064367.1,7.248027875219451e-27
ENSMUSG00000021709.14,7.428023539048245e-27
ENSMUSG00000064373.11,8.413752920538102e-27
ENSMUSG00000025790.14,1.4181155899079483e-26
ENSMUSG00000043940.15,1.4498148098220494e-26
ENSMUSG00000096768.7,1.4670428570130047e-26
ENSMUSG00000020300.14,2.639740429814949e-26
ENSMUSG00000069769.13,3.016983649115776e-26
ENSMUSG00000021322.7,3.1909562555564237e-26
ENSMUSG00000059588.13,4.270249878689825e-26
ENSMUSG00000023926.7,5.171579983958719e-26
ENSMUSG00000053641.9,5.414627968399572e-26
ENSMUSG00000029108.14,5.472289802516491e-26
ENSMUSG00000006574.15,6.123036036607202e-26
ENSMUSG00000070738.10,6.817766736093732e-26
ENSMUSG00000025855.13,9.525710299784981e-26
ENSMUSG00000061533.15,1.2235758493684481e-25
ENSMUSG00000022021.13,1.309511485734774e-25
ENSMUSG00000036109.17,1.393872201718549e-25
ENSMUSG00000032826.17,1.4293670108134815e-25
ENSMUSG00000036103.8,1.7334623619838718e-25
ENSMUSG00000020315.18,1.734760167615001e-25
ENSMUSG00000098973.1,1.7458691177703854e-25
ENSMUSG00000030557.17,2.3917297910210357e-25
ENSMUSG00000031712.10,3.050373812903911e-25
ENSMUSG00000020954.15,3.1256752579106422e-25
ENSMUSG00000031712.10,3.75946983302341e-25
ENSMUSG00000062078.14,4.267941937482474e-25
ENSMUSG00000041836.10,4.388484305758924e-25
ENSMUSG00000038664.16,4.726582358426489e-25
ENSMUSG00000069769.13,5.615870147642955e-25
ENSMUSG00000030064.16,6.3954874083714465e-25
ENSMUSG00000001870.15,6.623077155200131e-25
ENSMUSG00000040565.7,7.680112302543744e-25
ENSMUSG00000030557.17,1.0904121226270045e-24
ENSMUSG00000025790.14,1.1852103219850747e-24
ENSMUSG00000003746.15,1.308184996935797e-24
ENSMUSG00000031925.17,1.7197097451649835e-24
ENSMUSG00000019820.9,2.1887960197293108e-24
ENSMUSG00000069601.13,2.4669095648927084e-24
ENSMUSG00000030465.19,3.1120744535503907e-24
ENSMUSG00000026748.13,3.3570943629073404e-24
ENSMUSG00000035569.17,3.524459409693826e-24
ENSMUSG00000037922.13,5.0497595633598185e-24
ENSMUSG00000022265.6,7.542824514452317e-24
ENSMUSG00000042348.9,1.0406223012845773e-23
ENSMUSG00000052217.6,1.359800061622236e-23
ENSMUSG00000024251.9,1.914983979854721e-23
ENSMUSG00000025217.14,2.5701468022035748e-23
ENSMUSG00000035649.17,3.187110031775795e-23
ENSMUSG00000019838.11,3.890179258931938e-23
ENSMUSG00000039087.16,5.567603180654675e-23
ENSMUSG00000037940.17,5.635697484571947e-23
ENSMUSG00000085936.7,6.71303642169438e-23
ENSMUSG00000040274.11,8.17750570600894e-23
ENSMUSG00000052889.11,8.909291791571663e-23
ENSMUSG00000024985.18,1.1295150920265223e-22
ENSMUSG00000021391.9,1.4040196503194984e-22
ENSMUSG00000034265.7,1.666946186530045e-22
ENSMUSG00000006678.6,1.764874540168798e-22
ENSMUSG00000049659.15,2.1729415581378935e-22
ENSMUSG00000020189.13,2.2023062586704044e-22
ENSMUSG00000040565.7,2.3328745090131056e-22
ENSMUSG00000061533.15,2.802761992961238e-22
ENSMUSG00000024548.11,2.843278790153121e-22
ENSMUSG00000031129.9,3.272222335599916e-22
ENSMUSG00000017631.18,3.9440720180711513e-22
ENSMUSG00000052942.13,4.4794565437262785e-22
ENSMUSG00000040565.7,5.183429805375952e-22
ENSMUSG00000053641.9,6.88525026406876e-22
ENSMUSG00000027035.10,8.110510854742983e-22
ENSMUSG00000029687.16,1.0024190886039653e-21
ENSMUSG00000086804.8,1.1130152165719258e-21
ENSMUSG00000022105.6,1.1780779455868058e-21
ENSMUSG00000037605.16,1.249598394356841e-21
ENSMUSG00000028677.18,1.314595974540796e-21
ENSMUSG00000028565.18,1.3957974016138918e-21
ENSMUSG00000020315.18,1.5705239665702181e-21
ENSMUSG00000038267.14,1.6433108814748665e-21
ENSMUSG00000022443.16,1.766988213795949e-21
ENSMUSG00000070738.10,1.7764064858147246e-21
ENSMUSG00000052942.13,1.8448442947606885e-21
ENSMUSG00000041058.15,2.0113866219621365e-21
ENSMUSG00000040274.11,2.2603186066965205e-21
ENSMUSG00000056220.14,2.6571084838437366e-21
ENSMUSG00000028059.15,3.369058643442123e-21
ENSMUSG00000059439.15,4.856105598615846e-21
ENSMUSG00000007613.15,5.437717659190352e-21
ENSMUSG00000019838.11,5.778925666446244e-21
ENSMUSG00000026737.12,7.32176004786807e-21
ENSMUSG00000032228.16,9.933179455283925e-21
ENSMUSG00000053580.16,1.1100042149785916e-20
ENSMUSG00000029823.16,1.2754708308839867e-20
ENSMUSG00000061436.15,1.34811327918478e-20
ENSMUSG00000070738.10,1.580352622100651e-20
ENSMUSG00000097536.2,1.6620443777697705e-20
ENSMUSG00000031119.4,1.7105571784305182e-20
ENSMUSG00000025044.16,1.7835875700594604e-20
ENSMUSG00000026864.13,1.8966516810956784e-20
ENSMUSG00000032020.15,1.9360189284650157e-20
ENSMUSG00000071713.4,2.03948167394219e-20
ENSMUSG00000030067.17,2.0868707527132755e-20
ENSMUSG00000105361.1,2.9208858447861577e-20
ENSMUSG00000022685.8,2.92727652304637e-20
ENSMUSG00000025044.16,2.9373216727764774e-20
ENSMUSG00000028649.17,3.50544567611002e-20
ENSMUSG00000042225.3,3.606965881275689e-20
ENSMUSG00000064367.1,3.687351803229356e-20
ENSMUSG00000030067.17,4.4524683183461243e-20
ENSMUSG00000019820.9,5.419806603278549e-20
ENSMUSG00000037646.9,5.458895239427289e-20
ENSMUSG00000020023.17,7.686717844138566e-20
ENSMUSG00000055026.13,7.830790062055435e-20
ENSMUSG00000060579.12,7.888297223282005e-20
ENSMUSG00000055609.8,8.446731690115908e-20
ENSMUSG00000098178.1,8.541741740043847e-20
ENSMUSG00000026425.15,1.043164531141891e-19
ENSMUSG00000010608.15,1.0874918857564965e-19
ENSMUSG00000089809.9,1.289844986567006e-19
ENSMUSG00000022443.16,1.5214143491948957e-19
ENSMUSG00000055026.13,1.6449827527089439e-19
ENSMUSG00000026872.17,1.698022267264851e-19
ENSMUSG00000064339.1,1.7237463082958137e-19
ENSMUSG00000002107.18,2.431205143744506e-19
ENSMUSG00000032399.8,3.2420587156336935e-19
ENSMUSG00000042082.6,3.632234278168499e-19
ENSMUSG00000045962.16,3.722681358869485e-19
ENSMUSG00000054843.8,5.144813659394854e-19
ENSMUSG00000026193.15,5.453063525642444e-19
ENSMUSG00000022587.14,6.079001261327283e-19
ENSMUSG00000033768.16,9.244503402892438e-19
ENSMUSG00000041272.11,1.276066126805501e-18
ENSMUSG00000020189.13,1.7999181470823943e-18
ENSMUSG00000037926.15,1.8196632014485047e-18
ENSMUSG00000035392.17,2.0489103947271514e-18
ENSMUSG00000016756.16,2.237865340877699e-18
ENSMUSG00000106106.2,2.4640955744775642e-18
ENSMUSG00000028565.18,2.4957388677064246e-18
ENSMUSG00000021939.7,2.672575399060648e-18
ENSMUSG00000021061.15,2.794335593873483e-18
ENSMUSG00000055026.13,4.497239926519296e-18
ENSMUSG00000021699.17,5.047146526372329e-18
ENSMUSG00000031119.4,5.5243051411049574e-18
ENSMUSG00000052085.6,5.71698056024055e-18
ENSMUSG00000049659.15,6.76648879091362e-18
ENSMUSG00000022901.13,9.486940503247875e-18
ENSMUSG00000039153.16,1.0305214358923758e-17
ENSMUSG00000031129.9,1.2772862759432787e-17
ENSMUSG00000028059.15,1.476043993142992e-17
ENSMUSG00000037138.17,1.6376308905627702e-17
ENSMUSG00000032020.15,1.681958740088722e-17
ENSMUSG00000064043.13,1.7882764034406637e-17
ENSMUSG00000041997.16,1.8109278107936566e-17
ENSMUSG00000022148.15,2.47222808822925e-17
ENSMUSG00000023965.13,2.820620592371264e-17
ENSMUSG00000030102.11,3.141596026797739e-17
ENSMUSG00000042331.13,3.72479452543351e-17
ENSMUSG00000022265.6,3.801985056270726e-17
ENSMUSG00000069917.7,3.93533532117231e-17
ENSMUSG00000024983.9,4.743875668756055e-17
ENSMUSG00000029635.15,4.8853583878960044e-17
ENSMUSG00000027692.16,5.2362104980209543e-17
ENSMUSG00000037646.9,5.3442024691132327e-17
ENSMUSG00000026482.13,7.800052145431654e-17
ENSMUSG00000025234.11,7.949658276393559e-17
ENSMUSG00000101609.1,9.449597989382841e-17
ENSMUSG00000086503.3,1.0008204922095169e-16
ENSMUSG00000020048.13,1.1491283980694593e-16
ENSMUSG00000027009.18,1.2327759703802892e-16
ENSMUSG00000039167.11,1.3482104820348367e-16
ENSMUSG00000089809.9,1.3777958101061599e-16
ENSMUSG00000097971.3,1.52884222736718e-16
ENSMUSG00000019726.10,1.705389522458154e-16
ENSMUSG00000028033.16,1.7166439231287668e-16
ENSMUSG00000020077.14,1.9152066249796896e-16
ENSMUSG00000039167.11,1.9371278862358483e-16
ENSMUSG00000066687.5,2.1184159588051485e-16
ENSMUSG00000054843.8,2.3203770974476034e-16
ENSMUSG00000048264.15,2.543344227273463e-16
ENSMUSG00000039087.16,2.78027394807709e-16
ENSMUSG00000019726.10,3.738678314306229e-16
ENSMUSG00000043940.15,4.229650743543454e-16
ENSMUSG00000041997.16,4.513902559725672e-16
ENSMUSG00000039153.16,4.849604817865217e-16
ENSMUSG00000056476.13,5.013798405236322e-16
ENSMUSG00000026737.12,5.349749970712332e-16
ENSMUSG00000060579.12,5.467826281181818e-16
ENSMUSG00000033278.9,8.131323295845755e-16
ENSMUSG00000031453.16,8.538569218771248e-16
ENSMUSG00000086503.3,9.360577049299938e-16
ENSMUSG00000030102.11,9.54467195767839e-16
ENSMUSG00000052062.14,9.715170694866016e-16
ENSMUSG00000002688.7,1.6732376179144784e-15
ENSMUSG00000085981.1,2.3694242405924245e-15
ENSMUSG00000024533.15,2.506422839474861e-15
ENSMUSG00000026234.12,3.4705916064918566e-15
ENSMUSG00000065954.11,4.157682370337784e-15
ENSMUSG00000037921.15,4.195869291987645e-15
ENSMUSG00000025997.13,4.196557463178004e-15
ENSMUSG00000041058.15,4.280299006522625e-15
ENSMUSG00000026737.12,4.538540147635123e-15
ENSMUSG00000056220.14,5.1279421565761234e-15
ENSMUSG00000010608.15,5.291728670168168e-15
ENSMUSG00000037921.15,5.391131162334967e-15
ENSMUSG00000020961.14,5.537643811418924e-15
ENSMUSG00000046230.9,5.573815364870831e-15
ENSMUSG00000035392.17,5.6185065771904534e-15
ENSMUSG00000027692.16,5.633270986329232e-15
ENSMUSG00000041720.12,7.702969000792488e-15
ENSMUSG00000035967.15,1.4490704349163124e-14
ENSMUSG00000028161.17,1.5557929610636362e-14
ENSMUSG00000029823.16,1.5873942155132368e-14
ENSMUSG00000017288.15,1.7251237945103482e-14
ENSMUSG00000064363.1,2.2393204092496958e-14
ENSMUSG00000075415.13,2.3083073858283028e-14
ENSMUSG00000032046.15,2.7291187170535058e-14
ENSMUSG00000051855.15,3.099243584139673e-14
ENSMUSG00000057315.14,3.5033130995682275e-14
ENSMUSG00000023923.9,3.590746138921633e-14
ENSMUSG00000031974.8,4.2682091257516767e-14
ENSMUSG00000061143.15,4.481625680371978e-14
ENSMUSG00000032228.16,4.666486470437062e-14
ENSMUSG00000033278.9,5.329389037305614e-14
ENSMUSG00000028159.14,5.857803068176135e-14
ENSMUSG00000020077.14,6.336213241591266e-14
ENSMUSG00000021061.15,8.547582937506868e-14
ENSMUSG00000039852.16,9.75266868931695e-14
ENSMUSG00000038267.14,9.766011343912409e-14
ENSMUSG00000054843.8,1.2636735872774794e-13
ENSMUSG00000025993.10,1.3589524344070658e-13
ENSMUSG00000022122.14,1.459257332772881e-13
ENSMUSG00000021676.9,1.6083198627885833e-13
ENSMUSG00000032216.14,1.6255442897227113e-13
ENSMUSG00000060579.12,1.8049067236379084e-13
ENSMUSG00000020580.9,1.8897971006679446e-13
ENSMUSG00000020077.14,1.9272374860692456e-13
ENSMUSG00000026864.13,2.1037697070340948e-13
ENSMUSG00000093514.3,2.1228994580405702e-13
ENSMUSG00000009350.13,2.4615393745321165e-13
ENSMUSG00000026234.12,2.5750508248645156e-13
ENSMUSG00000061731.9,2.8609543460505027e-13
ENSMUSG00000028159.14,3.2066959180168447e-13
ENSMUSG00000063458.12,3.514642761986507e-13
ENSMUSG00000034265.7,3.710687780889251e-13
ENSMUSG00000038267.14,3.829018511310639e-13
ENSMUSG00000039087.16,3.863969265167828e-13
ENSMUSG00000064363.1,4.843581458856818e-13
ENSMUSG00000038718.15,4.984198597374703e-13
ENSMUSG00000028033.16,6.430372695347836e-13
ENSMUSG00000061175.11,8.096269884636447e-13
ENSMUSG00000025571.13,8.217720144621912e-13
ENSMUSG00000021676.9,1.0944575240102058e-12
ENSMUSG00000052534.15,1.2890633831303371e-12
ENSMUSG00000060534.15,1.378607756524265e-12
ENSMUSG00000004347.16,1.4251447428583304e-12
ENSMUSG00000025571.13,1.7648131520852771e-12
ENSMUSG00000038664.16,1.8149205821439597e-12
ENSMUSG00000056758.14,1.927872835862243e-12
ENSMUSG00000035247.15,2.0384596332679335e-12
ENSMUSG00000026721.15,2.111398349494543e-12
ENSMUSG00000057315.14,2.742151430209977e-12
ENSMUSG00000029108.14,2.9146359553881183e-12
ENSMUSG00000064345.1,3.0600267503111814e-12
ENSMUSG00000053477.16,3.3109648883962428e-12
ENSMUSG00000030199.16,3.445872090620174e-12
ENSMUSG00000029823.16,3.542201764105812e-12
ENSMUSG00000020719.14,3.5440225055959943e-12
ENSMUSG00000022100.13,4.235568727091585e-12
ENSMUSG00000027346.15,4.30400934633773e-12
ENSMUSG00000034248.7,4.634405543394066e-12
ENSMUSG00000024251.9,4.771453834498292e-12
ENSMUSG00000066392.11,5.6879445122419284e-12
ENSMUSG00000028559.17,5.9052479470150595e-12
ENSMUSG00000039145.16,6.0099296704488e-12
ENSMUSG00000024548.11,6.103462908627003e-12
ENSMUSG00000097589.9,6.5995115081830895e-12
ENSMUSG00000025997.13,7.094434112826456e-12
ENSMUSG00000002107.18,7.309510430729865e-12
ENSMUSG00000061175.11,7.694055811258135e-12
ENSMUSG00000021068.15,8.914059040681412e-12
ENSMUSG00000046230.9,9.272757787809327e-12
ENSMUSG00000004508.6,9.430151440657149e-12
ENSMUSG00000045962.16,9.513559156091191e-12
ENSMUSG00000020315.18,1.0337491706426041e-11
ENSMUSG00000051855.15,1.1778165303641211e-11
ENSMUSG00000021728.7,1.2370191529492394e-11
ENSMUSG00000045962.16,1.6254511231557065e-11
ENSMUSG00000005583.16,1.7365205896773814e-11
ENSMUSG00000018412.16,1.8736209479002e-11
ENSMUSG00000001870.15,1.886536992166351e-11
ENSMUSG00000004637.15,1.9047865591411714e-11
ENSMUSG00000020120.15,1.9247763112949e-11
ENSMUSG00000039361.11,1.9517273254376266e-11
ENSMUSG00000016756.16,2.128021149319143e-11
ENSMUSG00000019838.11,2.3013584457473192e-11
ENSMUSG00000045658.16,2.4489093756744992e-11
ENSMUSG00000021676.9,2.473369095685345e-11
ENSMUSG00000004347.16,2.5896211201561193e-11
ENSMUSG00000026786.14,2.601332852552658e-11
ENSMUSG00000078247.3,2.6068774039711956e-11
ENSMUSG00000051855.15,2.965356813776201e-11
ENSMUSG00000105361.1,3.30126801035751e-11
ENSMUSG00000052187.4,3.3492038288436496e-11
ENSMUSG00000015568.16,3.409518294312282e-11
ENSMUSG00000037685.15,3.80156749759349e-11
ENSMUSG00000035649.17,3.965930602263945e-11
ENSMUSG00000106106.2,4.7363355971072056e-11
ENSMUSG00000045328.11,5.582572861338747e-11
ENSMUSG00000032656.14,6.03803475328963e-11
ENSMUSG00000064345.1,6.12539824453971e-11
ENSMUSG00000030921.17,6.340350376237755e-11
ENSMUSG00000067158.9,9.777978685296429e-11
ENSMUSG00000029687.16,1.0207963424987962e-10
ENSMUSG00000032216.14,1.0526585450099002e-10
ENSMUSG00000022494.13,1.280099446564465e-10
ENSMUSG00000032228.16,1.284565400584196e-10
ENSMUSG00000022494.13,1.3753238293637242e-10
ENSMUSG00000016756.16,1.5723494489913713e-10
ENSMUSG00000038718.15,1.5986077972622968e-10
ENSMUSG00000037174.18,1.8128665129812736e-10
ENSMUSG00000020120.15,2.119214552216876e-10
ENSMUSG00000020580.9,2.168694845748552e-10
ENSMUSG00000060534.15,2.554714038139962e-10
ENSMUSG00000032076.19,2.6139653658107676e-10
ENSMUSG00000039087.16,2.6495951488141135e-10
ENSMUSG00000020719.14,3.30218847571175e-10
ENSMUSG00000085757.7,3.3331886544877475e-10
ENSMUSG00000057098.14,3.388225275665751e-10
ENSMUSG00000086503.3,3.597594112152026e-10
ENSMUSG00000023923.9,3.64282381974957e-10
ENSMUSG00000037646.9,4.2693527906802e-10
ENSMUSG00000022494.13,4.282863190806667e-10
ENSMUSG00000028059.15,4.347174797846469e-10
ENSMUSG00000097589.9,4.564136017006744e-10
ENSMUSG00000000861.15,5.104726128947887e-10
ENSMUSG00000061731.9,5.221875306655756e-10
ENSMUSG00000078247.3,6.362092943404696e-10
ENSMUSG00000020160.18,6.389989680859955e-10
ENSMUSG00000097971.3,6.81700487575578e-10
ENSMUSG00000026727.10,7.016482828608636e-10
ENSMUSG00000105361.1,7.239794377349779e-10
ENSMUSG00000040565.7,9.812136134915562e-10
ENSMUSG00000021823.9,1.00664287982894e-9
ENSMUSG00000064339.1,1.0484604335210502e-9
ENSMUSG00000031075.18,1.126784307671717e-9
ENSMUSG00000018412.16,1.1517182518317428e-9
ENSMUSG00000004317.14,1.2279486932313972e-9
ENSMUSG00000043940.15,1.2358849908163743e-9
ENSMUSG00000032846.9,1.2962509263159633e-9
ENSMUSG00000005534.10,1.3729325432415732e-9
ENSMUSG00000057816.7,1.3783138203727725e-9
ENSMUSG00000003814.8,1.3986155205861672e-9
ENSMUSG00000061533.15,1.4704348298460436e-9
ENSMUSG00000024109.18,1.5166976658936723e-9
ENSMUSG00000020077.14,1.9127377994836555e-9
ENSMUSG00000042331.13,1.9964181763485507e-9
ENSMUSG00000073940.3,2.083873101558483e-9
