gene,padj
Sfxn5,4.9273624936231756e-21
Zswim6,5.057248905165341e-21
Marcks,5.227941969945143e-21
Impg1,5.4476730632548654e-21
Tafa5,5.543316259101082e-21
Phactr3,6.355446861101945e-21
Fbxl7,6.423973353474392e-21
Efcab2,6.763997071345977e-21
Gm20063,7.416746399883541e-21
Katnal1,7.54440234965533e-21
Gm15326,7.78688716119973e-21
Tmc1,8.436621848203547e-21
Cited2,8.601508253463539e-21
Pabpc2,8.876061489481944e-21
Jak1,8.93186989296748e-21
Mylk,8.979359627023641e-21
Naaladl2,9.077653250904178e-21
Ssbp3,9.11548733425822e-21
Ell2,9.190649745800979e-21
Shb,9.608830128108046e-21
Dph6,9.727302148480815e-21
Asb3,9.755286336126502e-21
Cylc2,9.999390279675697e-21
Zdhhc14,1.0318081879925216e-20
Runx1,1.0646821109900486e-20
Masp1,1.1046597894362077e-20
Enox1,1.1551213771419174e-20
Ttc28,1.1603554545824181e-20
Asic2,1.1629981020437286e-20
Fzd10os,1.1652148724325047e-20
Fbln1,1.1724009103382135e-20
Nfix,1.1902417792621102e-20
Gria2,1.1921220542626067e-20
Mbp,1.2041657750704143e-20
Skint11,1.2176570691609733e-20
Ell2,1.2399643784342456e-20
Gria2,1.2514917173110379e-20
Rbm47,1.2535150881580437e-20
Fosb,1.2551801342820146e-20
Vps35l,1.2702498498655424e-20
Dmac1,1.2833040539796023e-20
B130024G19Rik,1.3021769476418553e-20
Phospho1,1.3685410353101632e-20
Asb3,1.3708963111855183e-20
Cdh13,1.3769648744521758e-20
Reln,1.4656390708393052e-20
D430041D05Rik,1.5212334503422638e-20
Nfix,1.5408253446295598e-20
Irf2bp2,1.5523075306780185e-20
Zmiz1,1.5760885329138906e-20
Esp38,1.5851598946700243e-20
Casz1,1.6924409183149823e-20
Atxn7l1,1.694149724917916e-20
Enox1,1.7551562097485084e-20
Hycc1,1.785430574635903e-20
Col8a1,1.872002531114316e-20
Cntnap5c,1.9342067853404785e-20
D630045J12Rik,1.957624944291984e-20
Gnai1,1.96742328172599e-20
Bmp2,2.2092592453234422e-20
Gria1,2.2111941219115628e-20
Mtpn,2.32193700059287e-20
Dgkb,2.340152382904074e-20
Khdrbs2,2.3437257829186786e-20
Prok2,2.4410812595570007e-20
Mir30d,2.4969744232498512e-20
4930441J16Rik,2.611065457419964e-20
Kif13a,2.611380975085715e-20
Cadm2,2.61357067191811e-20
Pim1,2.648196952048576e-20
Cd82,2.72760697159495e-20
Cacna1b,2.730209654849316e-20
Cyth3,3.046929517762878e-20
Megf9,3.223536494080462e-20
Msra,3.2272192219875113e-20
Celf4,3.292932624807554e-20
Cldn34c4,3.29766236252578e-20
Dock1,3.3041633201811277e-20
H3f3a,3.338955172437707e-20
Mipol1,3.357705061778294e-20
6430553K19Rik,3.461359497298584e-20
Ranbp10,3.471696870478452e-20
Gm19782,3.511956414845934e-20
Pla2g4a,3.533854696240073e-20
1190028D05Rik,3.671226551337465e-20
Eda,3.726113334000991e-20
Itpr2,3.76171388969745e-20
Runx1t1,3.80204706512141e-20
Jazf1,3.8037623706142416e-20
Aig1,4.0382857185370387e-20
Gria1,4.184463803471495e-20
4930513D17Rik,4.196588369832293e-20
Stim1,4.2182341824616923e-20
Vps35l,4.239388513813018e-20
Slc4a4,4.2427766635949924e-20
Rbpj,4.325521299653684e-20
Klf5,4.594429577349677e-20
Eya4,4.669825422291774e-20
Adra1a,4.866837423413405e-20
Kcnk9,5.061884189494736e-20
Cacna1a,5.152300378523854e-20
Gabrg1,5.1853541143427474e-20
Top1,5.2040864546688344e-20
Dnajb9,5.2607570926385097e-20
Prmt6,5.426713607276332e-20
Luzp2,5.62978669725434e-20
A330033J07Rik,5.68329857133114e-20
3110082I17Rik,5.779148550692537e-20
Ptchd4,5.853513432587556e-20
Plpp3,5.889920559656968e-20
Rorb,6.413859176798046e-20
Gm12159,6.557047874819115e-20
Mdga2,6.663426538427265e-20
Thap1,6.689012206358398e-20
Lrfn5,6.889168302910733e-20
Dapk1,7.086596573802482e-20
4930423M02Rik,7.350008459331405e-20
Ebf1,7.597731716025805e-20
Tcerg1l,7.922452244360157e-20
Heatr5a,8.155917334223761e-20
Auts2,8.208544833738083e-20
Galnt2,8.520343051926521e-20
Cacna2d3,8.570852242172454e-20
Rapgef5,8.810934815805411e-20
Mycbp2,9.260430526158212e-20
Esp31,9.348464590448703e-20
Gmds,1.0168083088432273e-19
Fggy,1.0197633368084943e-19
Sptlc3,1.1068697192011227e-19
Dyrk1a,1.130076777418269e-19
E130304I02Rik,1.146027985917148e-19
Shb,1.3102236951768836e-19
Nrxn1,1.3123956264541261e-19
Rbfox3,1.3169978261278365e-19
Tmem132b,1.3240947739293942e-19
Zfp352,1.3447029106350177e-19
Smad2,1.4574853469388961e-19
D130009I18Rik,1.4716644992596674e-19
Iqgap1,1.5126823613888617e-19
Lhx2,1.5222880203091813e-19
Ryr2,1.5222880203091813e-19
Msra,1.559191894318299e-19
Macir,1.5868130909750273e-19
Gm36742,1.6001250800583362e-19
Atxn1,1.6257729118851744e-19
Gatad2a,1.6708180932636639e-19
Ly86,1.7230913378351892e-19
Esp18,1.7477981766625742e-19
Cdh10,1.8495998632191723e-19
Tshz3,1.904964077419556e-19
Nrxn2,1.9205938383908e-19
Hectd4,1.9312516251609714e-19
Ufm1,1.949546607525636e-19
Foxp1,1.9512422695240106e-19
Nrg2,1.98754490128858e-19
Bahcc1,1.9901802777174288e-19
Ece1,2.1029134253310082e-19
Fam83b,2.1212002231214877e-19
Gas7,2.2192353110802196e-19
A630001O12Rik,2.32405289102228e-19
Tusc1,2.32405289102228e-19
4933417E11Rik,2.349620926723591e-19
2310008N11Rik,2.3626048485112754e-19
Arhgef26,2.3799707291168416e-19
Pax6os1,2.4226016072783686e-19
A830082K12Rik,2.4292329624601115e-19
Lyplal1,2.469559953914252e-19
Stau2,2.5390553177383797e-19
Mir100hg,2.5726993576092133e-19
Adgrl2,2.6309416243287514e-19
Nmur2,2.641238251621465e-19
Atxn7l3b,2.7158776066455017e-19
Trim52,2.723047321598534e-19
Plekha5,2.792948473142434e-19
Drosha,2.9059392791371263e-19
Cyth3,2.9115899170872534e-19
Tle4,2.9983598556497387e-19
1810007C17Rik,3.0189794024840233e-19
Ppargc1a,3.02247148221356e-19
Calcrl,3.044210282459813e-19
Tmpo,3.0466785757037723e-19
Ksr1,3.07916800012792e-19
Arid3a,3.151979532425825e-19
Ipo5,3.1665702221312874e-19
Spon1,3.242179671979095e-19
Tnik,3.4473133845333317e-19
Abtb3,3.6220362513017033e-19
Mir6350,3.8408952825310986e-19
Vwa8,3.8629871718650832e-19
Itgb3,4.003525885455927e-19
Nkain2,4.0116370472739544e-19
Pex5l,4.01677962387698e-19
1700129C05Rik,4.1352500154638537e-19
Fgf20,4.1491951891320186e-19
Cadps2,4.324286473918633e-19
Arnt2,4.438407948247059e-19
Iqck,4.546748052594967e-19
Serbp1,4.607654946599861e-19
Mark1,4.667213248957223e-19
Nxpe4,4.721900321579081e-19
Cdca7,4.9658392930570115e-19
Pcdha4b,5.142608498750248e-19
Gm13986,5.936390598729833e-19
Trhde,5.979595260136268e-19
Zswim6,6.007607801246114e-19
Cep170b,6.012915037229173e-19
Pde4d,6.215213060298831e-19
Klhl1,6.253718911083729e-19
Atf3,7.177700797747824e-19
Ptpn1,7.372146380455957e-19
Esp23,7.59991224429416e-19
Smyd3,7.658572848679704e-19
Psma2,7.747636706815729e-19
Cyb5a,7.858499309061157e-19
Bckdhb,8.116285223025165e-19
Sc5d,8.165738801474184e-19
Fos,8.249624119907682e-19
Pced1b,8.498518756118653e-19
A330033J07Rik,8.603900687404561e-19
Spock1,8.748757851070079e-19
Mtss1,9.138571107955313e-19
Marcks,9.293621685467228e-19
Mei4,9.61844589593354e-19
Rgl1,1.0355753528400929e-18
Dsel,1.0567429757941726e-18
Spata13,1.0592863753064007e-18
Adcy2,1.0644095862048048e-18
Mir195b,1.1144563344111318e-18
Arfip1,1.1178955736181858e-18
Gm5570,1.129030013072121e-18
Tut7,1.1390767208162597e-18
Camk2d,1.2514716228404259e-18
Sv2c,1.3220955155492363e-18
Tbx5,1.4355415901431283e-18
Dop1b,1.5321821160391149e-18
Fbxo34,1.5437785216463875e-18
Tmem38b,1.5450151704012489e-18
Cemip2,1.6032778857035402e-18
Sec23ip,1.6468559657287746e-18
1700044K03Rik,1.6821310802230734e-18
Pisd,1.692380265249266e-18
Nell1,1.696285326937164e-18
Slc16a7,1.757650895526386e-18
Iqgap1,1.8787874628689758e-18
Morrbid,1.8787874628689758e-18
Tpd52,1.8787874628689758e-18
Trdn,1.9094757398821494e-18
Cbln2,1.915097608405438e-18
Cplx2,1.979959121889466e-18
Syk,2.015382341392754e-18
Arfgef2,2.0497810333065992e-18
Spred2,2.095529467195006e-18
Csmd1,2.135171398591164e-18
Mir6344,2.1726092236325654e-18
Dleu2,2.1733087165600474e-18
Malat1,2.229863226584592e-18
Foxb1,2.386376174197416e-18
Stk32b,2.5955953558249627e-18
Sema5a,2.621009445950255e-18
Fbxo46,2.742652699408804e-18
Slc4a4,2.835351970537837e-18
Ncam1,2.8824556301353714e-18
Lmx1b,2.934411609469118e-18
Lpin2,2.9535165136372794e-18
Cenpc1,2.971099648097476e-18
Magi1,3.126048606512045e-18
2810404M03Rik,3.1456717736495335e-18
Lmo2,3.284734938310239e-18
Gda,3.606964340446087e-18
Cstad,3.744874359458035e-18
Mylk,3.898366990321453e-18
4930434J06Rik,3.9251951135721996e-18
Nr6a1,3.9670183966942826e-18
Dock9,4.440917663884562e-18
D630024D03Rik,4.5374726585366715e-18
Clec14a,4.608866929302525e-18
4930553E22Rik,4.784122963057364e-18
Senp7,4.947784427585475e-18
Slc16a7,4.949971084364593e-18
Angpt1,5.036775105154906e-18
Mir6238,5.074793541922436e-18
Megf9,5.1649785928286034e-18
4933416M06Rik,5.221457357839455e-18
4930448C13Rik,5.437179734326968e-18
4930554C24Rik,5.529799986044583e-18
Syk,5.866858884440467e-18
Tfap2b,5.869175584234718e-18
Dnah9,5.888045409241019e-18
Ttc6,6.1779461978930265e-18
Cdh18,6.477874975953544e-18
Tal1,6.594458132260365e-18
9330178D15Rik,6.763645431090931e-18
Gdnf,6.868088428969126e-18
Bard1,7.209817802094985e-18
Tac1,7.625023816651524e-18
Nr5a2,7.748892079669324e-18
Ptprj,7.873929233594139e-18
Tbc1d4,7.9144363960261e-18
D030025E07Rik,8.149756987330069e-18
Galnt13,8.158753172396584e-18
4930474H20Rik,8.465244101547498e-18
Il1rapl2,8.510892498157412e-18
Larp1,8.809629787478098e-18
Rasgef1b,8.809629787478098e-18
Ghr,9.411312801573732e-18
Atp10a,9.417276981244846e-18
Grik2,9.57995523377629e-18
Dlk1,9.85458140531039e-18
Ptger3,1.019999718476183e-17
Fat1,1.0463450943954677e-17
Gm20754,1.065553305553796e-17
Plk2,1.0691334333701002e-17
1700128A07Rik,1.1170121056076248e-17
Pdgfd,1.1455579322297808e-17
Adgrb1,1.1735505007309659e-17
Abca1,1.1868213861332681e-17
2810032G03Rik,1.1910239973211728e-17
Pcdh9,1.2143219128729282e-17
Zic4,1.2143374793127387e-17
Vapb,1.2287432785137075e-17
4930404A05Rik,1.2639483932759074e-17
Ptpn1,1.2796745744949504e-17
Stau2,1.2947067197626736e-17
Prr30,1.2989464432539972e-17
Spock3,1.327862227605156e-17
Desi2,1.3552495702163873e-17
Slc44a5,1.3732322702696205e-17
6530411M01Rik,1.378433639265582e-17
Morrbid,1.3821594201989117e-17
Mir124-2hg,1.3906380278566103e-17
Arhgap31,1.4434687793967998e-17
1700027H10Rik,1.478341052411612e-17
Slc26a7,1.513901268820164e-17
Creb5,1.527545255851108e-17
Zfp608,1.5699438602905178e-17
Cpeb4,1.5716794321262386e-17
4930459L07Rik,1.6540757645495563e-17
Hmcn2,1.6653490532794314e-17
Entrep2,1.6677032969790876e-17
Spata19,1.7004136219657818e-17
Sox2ot,1.7456728367243085e-17
Susd1,1.7802115324500216e-17
Kcnip1,1.7850562557936755e-17
Neat1,1.8178370217364633e-17
Zfpm2,1.9313899677196515e-17
Fryl,1.9465966362440333e-17
Fzd8,2.0255230735627826e-17
Fggy,2.083284162487253e-17
Kcnv1,2.154229267814382e-17
Casz1,2.2423464642705077e-17
Dab1,2.2901474270089255e-17
Tac1,2.3087720092627068e-17
Il1rapl2,2.326734123209063e-17
Mipol1,2.41628541534265e-17
Snx19,2.4659725993618196e-17
Rnf157,2.654790990265177e-17
Pmepa1,2.6978412913692346e-17
Hsfy2,2.7129901101862497e-17
Smarcal1,2.79627430340669e-17
Shisa6,2.897585775823432e-17
Abtb3,2.967947640289737e-17
Iqschfp,3.121230239764021e-17
Fam178b,3.1358246372789775e-17
Gm12159,3.2547587598093957e-17
Vpreb1b,3.277760531730258e-17
Top1,3.2947083944282654e-17
Plin2,3.315863154567796e-17
Mat2b,3.377646816539748e-17
Grin2a,3.513223671281958e-17
1700022A22Rik,3.5304427983209296e-17
Npr3,3.7644153255082607e-17
Slc22a23,3.844923573828803e-17
Nckap5,3.870004742741252e-17
Cps1,3.9148510280689587e-17
Naaladl2,4.059568630980397e-17
Pfkp,4.191813575598677e-17
Ppp3ca,4.2650245318232097e-17
Nrip1,4.2715566230668524e-17
Dst,4.279951468253028e-17
Gm30551,4.3035159869186094e-17
Reps2,4.3319305300637993e-17
4930568E12Rik,4.386846599502637e-17
Rgs7bp,4.492210502894679e-17
Grik4,4.5349895392422414e-17
Pebp4,4.784524425505988e-17
Hivep2,4.799939895357425e-17
Dpp10,4.868966884784473e-17
Cxcr4,5.378666735151336e-17
Disp3,5.444698775988809e-17
Ror2,5.586395561660896e-17
Cxxc4,5.713065177589488e-17
Fryl,6.075079505673118e-17
Cdk14,6.094050412472237e-17
Cdh4,6.422388731507885e-17
Hmga2,6.493583335209996e-17
Snx19,6.744921304417185e-17
4930428D20Rik,6.888948575610375e-17
Sox5,7.045326947827024e-17
Gm20758,7.064228427394155e-17
Phex,7.074177382332432e-17
Col22a1,7.469468331812282e-17
Gpc6,7.597002781279673e-17
Ppargc1a,8.131165431080693e-17
Zmynd8,8.760500219467152e-17
Pld1,8.778660406097596e-17
Chd7,9.034289332019526e-17
Abr,9.137726206692369e-17
Sirpa,9.137726206692369e-17
Loxhd1,9.650759031130908e-17
Csgalnact1,9.664047464184327e-17
Reln,1.093255155579771e-16
A930015D03Rik,1.0953691456987149e-16
Trib2,1.1155048933572143e-16
1190028D05Rik,1.130748722316605e-16
Csnka2ip,1.1501327944737557e-16
Sema4d,1.1520549567997697e-16
Grik3,1.1646921098343235e-16
Awat2,1.1899898772142963e-16
Ube2v1,1.1930488331311495e-16
8430422H06Rik,1.1966308676330387e-16
Ptdss2,1.2224671663506664e-16
Mgll,1.2409346422949855e-16
Plin2,1.2425759381807042e-16
4930511E03Rik,1.2519871544718854e-16
Etv6,1.253555217089878e-16
Plpp4,1.293192405962346e-16
4930554C24Rik,1.2936618112796486e-16
Grik2,1.3191421060338002e-16
Ptchd4,1.44501692494471e-16
2700054A10Rik,1.458343748659266e-16
Zfp516,1.4609954428352604e-16
Tbxas1,1.6375871725185708e-16
1700109I08Rik,1.6443589175526096e-16
Katnal1,1.6466600342494523e-16
Pdzk1ip1,1.6623521526607185e-16
Dlc1,1.6691840581607136e-16
Mtpn,1.6830214310996439e-16
Snd1,1.7198145889038773e-16
Nmnat2,1.750541913867826e-16
Fbxl7,1.7789083227454357e-16
4933402J10Rik,1.8171323208793689e-16
Smco4,1.8339352807726676e-16
Wdr26,1.8345560783819096e-16
Pid1,1.8373805947716893e-16
Dnajb9,1.8820642851461422e-16
4930465M20Rik,1.9384136004441936e-16
Luzp2,2.074037240664984e-16
Mir6238,2.1459706060406502e-16
Zbed5-ps,2.1596627358701497e-16
Hivep2,2.1619735273954075e-16
Rack1,2.2043817169445996e-16
4930467K11Rik,2.293673990142521e-16
Smco4,2.3091467054456226e-16
Slc35f1,2.3649114300908854e-16
Npc1,2.3788239871689057e-16
Ppp1r3a,2.3826317368203324e-16
Adamts3,2.5001697841213055e-16
Nuak1,2.659762060567045e-16
Rapgef2,2.7027737378180643e-16
Arhgap44,2.7393370407770896e-16
Slc1a4,2.744932450213217e-16
Psd3,2.8985425953236034e-16
Shld1,2.932332994102333e-16
Fbn2,2.954339637469389e-16
Gm10754,3.0796667275961335e-16
Tmem117,3.1106939691417065e-16
Zfp608,3.1150531742410173e-16
Rora,3.552410620242268e-16
Myh9,3.5630830812880633e-16
H3f3a,3.908970240424107e-16
Arrb1,3.958102336382253e-16
Ptprk,3.962929423805342e-16
Tdrd3,3.962929423805342e-16
Foxg1,4.1894636354104667e-16
Pabpc1,4.2543652513018236e-16
Tmem132b,4.257906519563683e-16
Dlg2,4.31300768094952e-16
Cdk6,4.448437455057124e-16
Pard3b,4.498231826213419e-16
Nfkbiz,4.512917866416748e-16
Atxn1,4.612467721525389e-16
Cux1,4.618042579129959e-16
Flrt2,4.662438904906895e-16
Rab38,4.821131571500202e-16
Sdk2,4.994994383904213e-16
Slc44a5,5.014354357068473e-16
Ralgapa1,5.039998239683488e-16
Bod1l,5.567994347955335e-16
Sox2ot,5.600901434553181e-16
Zfp36l2,5.702752047084009e-16
Pkib,6.052409508559687e-16
Ptprg,6.254295677879084e-16
Hmcn1,6.37089239312629e-16
Gm6760,6.486523087514062e-16
Incenp,6.498323989501017e-16
4930404A05Rik,6.55639211207017e-16
Nlgn1,6.80074551461922e-16
Nt5dc3,6.85959678116335e-16
9330117O12Rik,6.958917643758877e-16
D030068K23Rik,7.058776016425136e-16
Lingo1,7.130135374051803e-16
Lmx1a,7.1445726757200365e-16
Gja5,7.155566531575524e-16
Klhl2,7.168362911683391e-16
Pard3b,7.258510677116779e-16
Catspere2,7.328062280598579e-16
Gm36669,7.345116988858251e-16
Gm33340,7.35725535712952e-16
Hsph1,7.40219158387702e-16
Fer1l6,7.536002031435558e-16
Fam178b,7.687889374755696e-16
Larp1,7.739710123819753e-16
Agap1,7.79534906913683e-16
Cnbd1,7.834366392420862e-16
Zfp365,8.447163790346151e-16
Abca13,8.805911256798252e-16
Cd86,8.994246957310132e-16
Lca5,9.15502995905356e-16
Prickle2,9.710019106727771e-16
Cdh2,9.72129379569168e-16
Aopep,9.760367726794715e-16
Nxph1,9.80177343495594e-16
Ttll5,9.827728483890477e-16
Ralyl,9.920060437344333e-16
Gm12911,1.0008511609385761e-15
Cdh26,1.0345197328753492e-15
Ube2o,1.1072714193244125e-15
Myom2,1.1434091014141542e-15
Adcy2,1.1625039433851587e-15
C030007H22Rik,1.1640059828263653e-15
Polr3b,1.181030816753962e-15
Grm8,1.1995038876344256e-15
Gm12018,1.2137694434245841e-15
Mki67,1.2489564008395734e-15
Hs6st1,1.2578710658814855e-15
Gm10440,1.3131910487603697e-15
Mir7232,1.3164535040245793e-15
Pcsk5,1.3450077656570089e-15
Lrig3,1.3901677098405082e-15
Ntng2,1.4332295503386019e-15
Dgkb,1.4514025176650516e-15
Map2k4,1.4758085233439957e-15
Syt1,1.5108249575054797e-15
Pcdh17,1.54707273340377e-15
4930559C10Rik,1.5486606938593593e-15
Cd36,1.5796056308843255e-15
Sfxn5,1.619679112753982e-15
Spata13,1.6604842849124194e-15
Ano4,1.6947959216101878e-15
Eml6,1.727897011499851e-15
Ppm1l,1.7702767441467133e-15
Gclc,1.8267018002301943e-15
Gm27162,1.8267018002301943e-15
Zfhx3,1.830811402669305e-15
4933416M06Rik,1.844271644564422e-15
Gm8883,1.8536712008040163e-15
Gm2694,1.865059311888103e-15
Cxcl12,1.8654639278719343e-15
Pcsk5,1.991370980931649e-15
Tex29,2.1080067483605825e-15
Maml3,2.141230204446608e-15
Tnrc6b,2.1436660215870287e-15
Pde4b,2.1774863655481034e-15
Agfg1,2.2630436801928208e-15
Slc6a11,2.2654890949923475e-15
Gm28590,2.310969766192375e-15
1810053B23Rik,2.325896378469714e-15
Dpyd,2.464815304996144e-15
Slc1a4,2.551984741950327e-15
Brinp3,2.5540023658086164e-15
Ptch1,2.5572192622032024e-15
Rims1,2.607538118731428e-15
Eya4,2.615368047379679e-15
Itpr2,2.6788678357077515e-15
Acaca,2.7049137273969512e-15
Stt3b,2.7493521173929133e-15
Olfm4,2.8332732578672867e-15
Mpdz,2.834708359539042e-15
Corin,2.8356085547221875e-15
Xxylt1,2.888195324622259e-15
a,2.915474961754753e-15
Pgk2,2.9313565147738164e-15
Nyap2,2.939202804843402e-15
Epha6,2.976813340229695e-15
Plxna4,3.0201587374700694e-15
Ipo5,3.0873335200349554e-15
Tnfaip3,3.2138704503097196e-15
Tiam1,3.2712931322212917e-15
Ahdc1,3.4261691857111423e-15
Fndc3b,3.4407357126797885e-15
Syne1,3.461940969430035e-15
Nrg3,3.520459428668792e-15
Ice1,3.603559566447316e-15
Acvr2a,3.9747863149964e-15
Bltp1,3.981248090294645e-15
Rap1gap2,4.002707839563148e-15
Gm12633,4.18849577307823e-15
Msi2,4.3793888962217686e-15
Rptor,4.469308911284847e-15
Eya2,4.539050846883456e-15
Myo16,4.541898749375841e-15
Ctnnd2,4.555317433052307e-15
Prr5l,4.670965464843014e-15
Gas7,4.713711619914326e-15
Tmem232,4.7458697781474824e-15
Iqsec1,4.779540856198555e-15
Pdzrn4,4.877595793355716e-15
Mast4,4.914793760781555e-15
1700019E08Rik,5.088143548438376e-15
Prr16,5.111436077889455e-15
Patl2,5.229821955566855e-15
Ly86,5.387602682691084e-15
Dnah9,5.3901895479446665e-15
Ralgapa1,5.723461322697555e-15
Epb41,6.1341965011482225e-15
Asph,6.148830740481471e-15
Tmpo,6.3663273139639085e-15
Rtp4,6.5162961268124495e-15
Ccdc162,6.917751360299069e-15
Sema3e,6.947567404696139e-15
Sox5,7.000943031843687e-15
Gm12128,7.041026634751031e-15
Agbl1,7.139065008810505e-15
Six2,7.729439828284654e-15
Gphn,7.738376674166611e-15
Pold3,7.83705178297646e-15
Gramd1b,8.11042371593074e-15
Zdhhc17,8.140724140820562e-15
Thsd7a,8.155718083302992e-15
Marchf3,8.277539472241651e-15
Kcna4,8.441213285226613e-15
Gypc,8.50303958407433e-15
Fer1l6,9.084494425351141e-15
7420701I03Rik,9.319919779650606e-15
Flnb,9.391118076330458e-15
Sptb,9.51688771690429e-15
Ankrd17,9.771467883397695e-15
Fars2,9.980002798297575e-15
Ldlrad4,1.025066780234492e-14
Gpr149,1.08209659844764e-14
Trio,1.1474410925127042e-14
4930596D02Rik,1.18741427484513e-14
Mgmt,1.1902145395399596e-14
Gm11468,1.2026250915173186e-14
Acvr2a,1.2049295898577214e-14
Mylk,1.2589242171210883e-14
2810032G03Rik,1.2932492235861545e-14
G6pd2,1.3134979936155538e-14
4930545E07Rik,1.3504835977520335e-14
Dusp1,1.3838216325472524e-14
4930423M02Rik,1.3931155273998386e-14
Adamts9,1.4534308817112144e-14
Cdkal1,1.4535456345314756e-14
Specc1,1.458702094050762e-14
Akap13,1.469001828981827e-14
Otol1,1.4970996302191205e-14
1810053B23Rik,1.5237919922542684e-14
Add2,1.5899319949003014e-14
Pced1b,1.637520518984679e-14
Ttll5,1.63833040358912e-14
Kif2b,1.6577858852143186e-14
Plpp3,1.7379231250438022e-14
4930432J09Rik,1.7411812350355684e-14
Col5a1,1.7809929848957543e-14
Pabpc4l,1.7993838474003752e-14
Klf3,1.819922370625812e-14
Mcm5,1.8543422823331825e-14
1700017J07Rik,1.8826958578754204e-14
Nr6a1,1.9214698975515907e-14
Gm29686,1.9321593638132097e-14
Ctnna3,1.9691914003996046e-14
Cacna2d4,2.0323557431873353e-14
Nrip1,2.0475004190095582e-14
4930459C07Rik,2.0534750636989305e-14
Dusp10,2.1427856858818388e-14
Fam117a,2.14644773810039e-14
Wdr20rt,2.1527752213575752e-14
Tnni3k,2.1798467662892072e-14
Stk39,2.2078788446726497e-14
Gnpda2,2.209767033198096e-14
Arhgap26,2.3468135374305584e-14
Frmd4a,2.4003920392829532e-14
Rarb,2.4383048175549007e-14
4930578E11Rik,2.5052287882560727e-14
Bmp2,2.5320459168135206e-14
Pde4b,2.6226766136922052e-14
Dlg5,2.7863837639055097e-14
Il12b,2.9895604387216856e-14
Abtb3,3.100023369011257e-14
Nfix,3.1319342402707596e-14
4933400L20Rik,3.301453513493272e-14
Atp6ap1l,3.333095163159618e-14
Fos,3.570560044084214e-14
4930459C07Rik,3.629720168641389e-14
Anks1b,3.656315979884041e-14
Gm6455,3.693172029188779e-14
1700057H15Rik,3.7266164944504624e-14
Sdk1,3.7266164944504624e-14
Unc5d,3.760275590614695e-14
3110082I17Rik,3.7632863125468985e-14
4930459L07Rik,3.8083955067373386e-14
1700129C05Rik,3.8283681523880775e-14
4930578E11Rik,3.985311202161915e-14
Ltbp1,4.075896623102386e-14
Zfp800,4.082593036334331e-14
Atp10a,4.1983426304945766e-14
Sh3bgrl2,4.42038404155406e-14
Cacnb4,4.4400787510458446e-14
Gm5544,4.448836407877097e-14
Gm7854,4.473014394732514e-14
a,4.540401422062969e-14
Gm6455,4.575999029388993e-14
Npc1,4.64730141790201e-14
Eya2,4.711876511373301e-14
Gcnt2,4.720434331779607e-14
Tmem108,4.7446192505197353e-14
Nr5a2,5.014962905909911e-14
Dusp1,5.133869462958814e-14
Stk39,5.56718321227074e-14
9330117O12Rik,5.5917610861718266e-14
Dlc1,5.597824598539904e-14
Arhgap23,5.6118201060049374e-14
9530026P05Rik,5.680059731085436e-14
1700017B05Rik,5.734427641933943e-14
Stab2,5.79737618220576e-14
Osbpl10,6.071007133071472e-14
Kctd12,6.113894215438587e-14
Dysf,6.192920513077939e-14
Mpp7,6.368697048562e-14
Ppp2r2b,6.437958967921964e-14
Pdzd2,6.601999440667581e-14
Prdm1,7.037705049298157e-14
Trim42,7.174529108488115e-14
E130006D01Rik,7.217099762141719e-14
Arglu1,7.306269631664849e-14
Gclc,7.709242408190783e-14
Ythdf3,7.74940548172247e-14
Tmtc2,8.063570269210411e-14
Neto1,8.391929776361405e-14
Myo5b,8.419744561762925e-14
Sema3d,8.834920204937444e-14
A630001O12Rik,8.866604679781557e-14
Trib2,9.209185064332923e-14
9430014N10Rik,9.230705103550291e-14
Rnf157,9.52419722862699e-14
Tex2,9.571122076851094e-14
Aldoart1,9.900269464645972e-14
Dop1b,1.018755482679071e-13
Mcc,1.0459945094614141e-13
Ctsd,1.0545744432953141e-13
Hk1,1.0571067213072348e-13
Bach2,1.0584173398919465e-13
Mef2c,1.0584173398919465e-13
Ctnnd2,1.0622409055242528e-13
Gm12018,1.0714868349763415e-13
Cacnb4,1.0738822371062813e-13
Slc2a1,1.0960859635023174e-13
Gfra2,1.1024621607302379e-13
Dop1b,1.1263338986893516e-13
Osbpl5,1.15483819926162e-13
Dscam,1.1820114859364902e-13
Cdh23,1.227855227071867e-13
Angpt1,1.2384641335818004e-13
Eya2,1.2384641335818004e-13
Ttc29,1.2537645246897006e-13
Slco3a1,1.261545787631047e-13
Kctd12,1.2694926761604694e-13
Fndc3a,1.3364561176903887e-13
Arhgef28,1.3716700420206327e-13
Lsm14a,1.3969493110870572e-13
Kcnk9,1.4112966496923986e-13
Atp2b4,1.4243038724265563e-13
Tmem260,1.4772673476568966e-13
Fat1,1.5992985197208986e-13
Cntnap5b,1.7348106297272243e-13
1600010M07Rik,1.7591944375194186e-13
Susd6,1.7713400463451327e-13
D830032E09Rik,1.7720795084379732e-13
Myh9,1.8936638015177333e-13
Dpf3,1.9098152601156601e-13
Mertk,1.9123272880827024e-13
Ghr,1.912995690942777e-13
Wwox,1.965434890651847e-13
Afap1l1,2.0065602254093207e-13
Pla2g4a,2.0243376155597685e-13
Gm11917,2.0488852514202324e-13
Slco3a1,2.0758915182776266e-13
Mef2d,2.178564071323846e-13
